subject,age,frequency,time_ptsym,time_rdsym,volt_amp
22,125,4.625326313025047,0.5016978420037921,0.46497990449968796,2.2267386149457745e-05
22,158,5.0603961191573665,0.5318231175513333,0.490308411089569,2.5287697266168506e-05
22,193,4.717691934786028,0.522827052600765,0.5076319697909545,2.3106050510692195e-05
23,106,4.419812019662662,0.5286810834635947,0.491299458190572,1.2543371935610718e-05
23,144,4.1501410118399855,0.5268344161863788,0.4933523891637705,1.0639297787360484e-05
23,174,4.504201571522446,0.501597818093822,0.4931308591164364,1.0687592444046952e-05
24,109,4.3161983654664455,0.5078148448588026,0.4882120769283844,1.7721439346373747e-05
24,149,5.321271012257446,0.522885543834094,0.4895877035293791,2.311172550545682e-05
24,178,4.367953325225649,0.5003430754306729,0.4979189307839998,1.7337688438603993e-05
25,65,,,,
25,92,4.60588817006918,0.507511128056772,0.5271324154999527,1.3166889976785013e-05
25,120,4.30650297740685,0.5434750264306235,0.5139380562146858,1.547104967622072e-05
